GsH_ft,Q_cfs
41.96,798000
41.97,798000
41.98,798000
41.99,799000
42,799000
42.01,800000
42.02,800000
42.03,800000
42.04,801000
42.05,801000
42.06,802000
42.07,802000
42.08,802000
42.09,803000
42.1,803000
42.11,804000
42.12,804000
42.13,804000
42.14,805000
42.15,805000
42.16,806000
42.17,806000
42.18,806000
42.19,807000
42.2,807000
42.21,808000
42.22,808000
42.23,808000
42.24,809000
42.25,809000
42.26,810000
42.27,810000
42.28,811000
42.29,811000
42.3,811000
42.31,812000
42.32,812000
42.33,813000
42.34,813000
42.35,813000
42.36,814000
42.37,814000
42.38,815000
42.39,815000
42.4,815000
42.41,816000
42.42,816000
42.43,817000
42.44,817000
42.45,817000
42.46,818000
42.47,818000
42.48,819000
42.49,819000
42.5,819000
42.51,820000
42.52,820000
42.53,821000
42.54,821000
42.55,821000
42.56,822000
42.57,822000
42.58,823000
42.59,823000
42.6,824000
42.61,824000
42.62,824000
42.63,825000
42.64,825000
42.65,826000
42.66,826000
42.67,826000
42.68,827000
42.69,827000
42.7,828000
42.71,828000
42.72,828000
42.73,829000
42.74,829000
42.75,830000
42.76,830000
42.77,830000
42.78,831000
42.79,831000
42.8,832000
42.81,832000
42.82,833000
42.83,833000
42.84,833000
42.85,834000
42.86,834000
42.87,835000
42.88,835000
42.89,835000
42.9,836000
42.91,836000
42.92,837000
42.93,837000
42.94,838000
42.95,838000
42.96,838000
42.97,839000
42.98,839000
42.99,840000
43,840000
43.01,841000
43.02,841000
43.03,842000
43.04,842000
43.05,843000
43.06,843000
43.07,844000
43.08,844000
43.09,845000
43.1,845000
43.11,846000
43.12,846000
43.13,847000
43.14,847000
43.15,848000
43.16,848000
43.17,849000
43.18,849000
43.19,850000
43.2,851000
43.21,851000
43.22,852000
43.23,852000
43.24,853000
43.25,853000
43.26,854000
43.27,854000
43.28,855000
43.29,855000
43.3,856000
43.31,856000
43.32,857000
43.33,857000
43.34,858000
43.35,858000
43.36,859000
43.37,860000
43.38,860000
43.39,861000
43.4,861000
43.41,862000
43.42,862000
43.43,863000
43.44,863000
43.45,864000
43.46,864000
43.47,865000
43.48,865000
43.49,866000
43.5,866000
43.51,867000
43.52,868000
43.53,868000
43.54,869000
43.55,869000
43.56,870000
43.57,870000
43.58,871000
43.59,871000
43.6,872000
43.61,872000
43.62,873000
43.63,873000
43.64,874000
43.65,875000
43.66,875000
43.67,876000
43.68,876000
43.69,877000
43.7,877000
43.71,878000
43.72,878000
43.73,879000
43.74,879000
43.75,880000
43.76,881000
43.77,881000
43.78,882000
43.79,882000
43.8,883000
43.81,883000
43.82,884000
43.83,884000
43.84,885000
43.85,885000
43.86,886000
43.87,887000
43.88,887000
43.89,888000
43.9,888000
43.91,889000
43.92,889000
43.93,890000
43.94,890000
43.95,891000
43.96,891000
43.97,892000
43.98,893000
43.99,893000
44,894000
44.01,894000
44.02,895000
44.03,895000
44.04,896000
44.05,896000
44.06,897000
44.07,898000
44.08,898000
44.09,899000
44.1,899000
44.11,900000
44.12,900000
44.13,901000
44.14,901000
44.15,902000
44.16,902000
44.17,903000
44.18,904000
44.19,904000
44.2,905000
44.21,905000
44.22,906000
44.23,906000
44.24,907000
44.25,907000
44.26,908000
44.27,909000
44.28,909000
44.29,910000
44.3,910000
44.31,911000
44.32,911000
44.33,912000
44.34,913000
44.35,913000
44.36,914000
44.37,914000
44.38,915000
44.39,915000
44.4,916000
44.41,916000
44.42,917000
44.43,918000
44.44,918000
44.45,919000
44.46,919000
44.47,920000
44.48,920000
44.49,921000
44.5,921000
44.51,922000
44.52,923000
44.53,923000
44.54,924000
44.55,924000
44.56,925000
44.57,925000
44.58,926000
44.59,927000
44.6,927000
44.61,928000
44.62,928000
44.63,929000
44.64,929000
44.65,930000
44.66,931000
44.67,931000
44.68,932000
44.69,932000
44.7,933000
44.71,933000
44.72,934000
44.73,935000
44.74,935000
44.75,936000
44.76,936000
44.77,937000
44.78,937000
44.79,938000
44.8,939000
44.81,939000
44.82,940000
44.83,940000
44.84,941000
44.85,941000
44.86,942000
44.87,943000
44.88,943000
44.89,944000
44.9,944000
44.91,945000
44.92,945000
44.93,946000
44.94,947000
44.95,947000
44.96,948000
44.97,948000
44.98,949000
44.99,949000
45,950000
45.01,950000
45.02,951000
45.03,951000
45.04,952000
45.05,952000
45.06,953000
45.07,953000
45.08,954000
45.09,954000
45.1,955000
45.11,955000
45.12,956000
45.13,956000
45.14,957000
45.15,957000
45.16,958000
45.17,958000
45.18,959000
45.19,959000
45.2,960000
45.21,960000
45.22,961000
45.23,961000
45.24,962000
45.25,962000
45.26,963000
45.27,963000
45.28,964000
45.29,964000
45.3,965000
45.31,965000
45.32,966000
45.33,966000
45.34,967000
45.35,967000
45.36,968000
45.37,968000
45.38,969000
45.39,969000
45.4,970000
45.41,970000
45.42,971000
45.43,971000
45.44,972000
45.45,972000
45.46,973000
45.47,973000
45.48,974000
45.49,974000
45.5,975000
45.51,975000
45.52,976000
45.53,976000
45.54,977000
45.55,977000
45.56,978000
45.57,978000
45.58,979000
45.59,979000
45.6,980000
45.61,980000
45.62,981000
45.63,981000
45.64,982000
45.65,982000
45.66,983000
45.67,983000
45.68,984000
45.69,984000
45.7,985000
45.71,985000
45.72,986000
45.73,986000
45.74,987000
45.75,987000
45.76,988000
45.77,988000
45.78,989000
45.79,989000
45.8,990000
45.81,990000
45.82,991000
45.83,991000
45.84,992000
45.85,992000
45.86,993000
45.87,993000
45.88,994000
45.89,994000
45.9,995000
45.91,995000
45.92,996000
45.93,996000
45.94,997000
45.95,997000
45.96,998000
45.97,998000
45.98,999000
45.99,999000
46,1000000
46.01,1000000
46.02,1000000
46.03,1000000
46.04,1000000
46.05,1000000
46.06,1000000
46.07,1000000
46.08,1000000
46.09,1000000
46.1,1010000
46.11,1010000
46.12,1010000
46.13,1010000
46.14,1010000
46.15,1010000
46.16,1010000
46.17,1010000
46.18,1010000
46.19,1010000
46.2,1010000
46.21,1010000
46.22,1010000
46.23,1010000
46.24,1010000
46.25,1010000
46.26,1010000
46.27,1010000
46.28,1010000
46.29,1020000
46.3,1020000
46.31,1020000
46.32,1020000
46.33,1020000
46.34,1020000
46.35,1020000
46.36,1020000
46.37,1020000
46.38,1020000
46.39,1020000
46.4,1020000
46.41,1020000
46.42,1020000
46.43,1020000
46.44,1020000
46.45,1020000
46.46,1020000
46.47,1030000
46.48,1030000
46.49,1030000
46.5,1030000
46.51,1030000
46.52,1030000
46.53,1030000
46.54,1030000
46.55,1030000
46.56,1030000
46.57,1030000
46.58,1030000
46.59,1030000
46.6,1030000
46.61,1030000
46.62,1030000
46.63,1030000
46.64,1030000
46.65,1040000
46.66,1040000
46.67,1040000
46.68,1040000
46.69,1040000
46.7,1040000
46.71,1040000
46.72,1040000
46.73,1040000
46.74,1040000
46.75,1040000
46.76,1040000
46.77,1040000
46.78,1040000
46.79,1040000
46.8,1040000
46.81,1040000
46.82,1040000
46.83,1040000
46.84,1050000
46.85,1050000
46.86,1050000
46.87,1050000
46.88,1050000
46.89,1050000
46.9,1050000
46.91,1050000
46.92,1050000
46.93,1050000
46.94,1050000
46.95,1050000
46.96,1050000
46.97,1050000
46.98,1050000
46.99,1050000
47,1050000
47.01,1050000
47.02,1060000
47.03,1060000
47.04,1060000
47.05,1060000
47.06,1060000
47.07,1060000
47.08,1060000
47.09,1060000
47.1,1060000
47.11,1060000
47.12,1060000
47.13,1060000
47.14,1060000
47.15,1060000
47.16,1060000
47.17,1060000
47.18,1060000
47.19,1060000
47.2,1070000
47.21,1070000
47.22,1070000
47.23,1070000
47.24,1070000
47.25,1070000
47.26,1070000
47.27,1070000
47.28,1070000
47.29,1070000
47.3,1070000
47.31,1070000
47.32,1070000
47.33,1070000
47.34,1070000
47.35,1070000
47.36,1070000
47.37,1070000
47.38,1080000
47.39,1080000
47.4,1080000
47.41,1080000
47.42,1080000
47.43,1080000
47.44,1080000
47.45,1080000
47.46,1080000
47.47,1080000
47.48,1080000
47.49,1080000
47.5,1080000
47.51,1080000
47.52,1080000
47.53,1080000
47.54,1080000
47.55,1090000
47.56,1090000
47.57,1090000
47.58,1090000
47.59,1090000
47.6,1090000
47.61,1090000
47.62,1090000
47.63,1090000
47.64,1090000
47.65,1090000
47.66,1090000
47.67,1090000
47.68,1090000
47.69,1090000
47.7,1090000
47.71,1090000
47.72,1090000
47.73,1100000
47.74,1100000
47.75,1100000
47.76,1100000
47.77,1100000
47.78,1100000
47.79,1100000
47.8,1100000
47.81,1100000
47.82,1100000
47.83,1100000
47.84,1100000
47.85,1100000
47.86,1100000
47.87,1100000
47.88,1100000
47.89,1100000
47.9,1110000
47.91,1110000
47.92,1110000
47.93,1110000
47.94,1110000
47.95,1110000
47.96,1110000
47.97,1110000
47.98,1110000
47.99,1110000
48,1110000
48.01,1110000
48.02,1110000
48.03,1110000
48.04,1110000
48.05,1110000
48.06,1110000
48.07,1110000
48.08,1120000
48.09,1120000
48.1,1120000
48.11,1120000
48.12,1120000
48.13,1120000
48.14,1120000
48.15,1120000
48.16,1120000
48.17,1120000
48.18,1120000
48.19,1120000
48.2,1120000
48.21,1120000
48.22,1120000
48.23,1120000
48.24,1120000
48.25,1130000
48.26,1130000
48.27,1130000
48.28,1130000
48.29,1130000
48.3,1130000
48.31,1130000
48.32,1130000
48.33,1130000
48.34,1130000
48.35,1130000
48.36,1130000
48.37,1130000
48.38,1130000
48.39,1130000
48.4,1130000
48.41,1130000
48.42,1140000
48.43,1140000
48.44,1140000
48.45,1140000
48.46,1140000
48.47,1140000
48.48,1140000
48.49,1140000
48.5,1140000
48.51,1140000
48.52,1140000
48.53,1140000
48.54,1140000
48.55,1140000
48.56,1140000
48.57,1140000
48.58,1140000
48.59,1150000
48.6,1150000
48.61,1150000
48.62,1150000
48.63,1150000
48.64,1150000
48.65,1150000
48.66,1150000
48.67,1150000
48.68,1150000
48.69,1150000
48.7,1150000
48.71,1150000
48.72,1150000
48.73,1150000
48.74,1150000
48.75,1150000
48.76,1160000
48.77,1160000
48.78,1160000
48.79,1160000
48.8,1160000
48.81,1160000
48.82,1160000
48.83,1160000
48.84,1160000
48.85,1160000
48.86,1160000
48.87,1160000
48.88,1160000
48.89,1160000
48.9,1160000
48.91,1160000
48.92,1160000
48.93,1170000
48.94,1170000
48.95,1170000
48.96,1170000
48.97,1170000
48.98,1170000
48.99,1170000
49,1170000
49.01,1170000
49.02,1170000
49.03,1170000
49.04,1170000
49.05,1170000
49.06,1170000
49.07,1170000
49.08,1170000
49.09,1180000
49.1,1180000
49.11,1180000
49.12,1180000
49.13,1180000
49.14,1180000
49.15,1180000
49.16,1180000
49.17,1180000
49.18,1180000
49.19,1180000
49.2,1180000
49.21,1180000
49.22,1180000
49.23,1180000
49.24,1180000
49.25,1180000
49.26,1190000
49.27,1190000
49.28,1190000
49.29,1190000
49.3,1190000
49.31,1190000
49.32,1190000
49.33,1190000
49.34,1190000
49.35,1190000
49.36,1190000
49.37,1190000
49.38,1190000
49.39,1190000
49.4,1190000
49.41,1190000
49.42,1200000
49.43,1200000
49.44,1200000
49.45,1200000
49.46,1200000
49.47,1200000
49.48,1200000
49.49,1200000
49.5,1200000
